0	1
قابل توجه	Attention:
عوامل بزه دیدگی	factors in victimhood
قاب‌بندی	fraiming
ظرفیت‌های نمایشی	cinematic potential/capacities
قفسه سینه	rib cage , thorax, chest
It\'s an ill wind that blows no good.	در هر شری خیری نهفته است/هیچ بدی نیست که نتوان در آن خوبی یافت
کنایه	figurative(ly)
مطالعات كالبدي	physical/structural study
دستگاه اطلاعات	intelligence service
ای بدک نیست	not so bad, eh?
این مایه افتخار ماست	It is an honor for us
خروس	sissy, timid
موجب جلب	(will) lead to (your) arrest
عجب از این تکنولوژی	What a technology!
كودكياري	Childcare
مقام معظم ولایت	The Supreme Leader
تجنی	تجلی گاه - the epitome of/ a place epitomizing
به طرفیت	against
نشر اکاذیب	spreading disinformation/lies
نقض	nullify/violate/infinge/breach
مضمون عنه	The principal
مضمون له	obligee
حامل های انرژی	energy carriers
فلفل‌ساب	pepper grinder, pepper shaker
رئيس دادگاه	Presiding judge
سو برداشت نشه خداي نكرده	(I hope you) won\'t/don\'t misunderstand me / don\'t misinterpret me
اعلام ختم دادرسی	conclusion of court hearing / the hearing
دادنامه	court (verdict), written judgment
بازی داره	is tricky or doesnt suit you
آسمان و ريسمان را به هم بافتن	cock and bull story
ریختن	add
تا سه نشه بازی نشه.	third time lucky
در حال تحصیل	presently studying
سیستم جامع دانشگاهی گلستان	Golestan Comprehensive/Integrated Academic System
مسئول امور فارغ التحصیلان	Officer/Director of Graduate Affairs
ارزشیابی درس	Course evaluation
گرایش رشته تحصیلی	(academic) minor
معافیت کفالت	Guardianship Exemption (from Military Service)
طرح	action plan
مانتو، کت و دامن	(outer) coat, ladies suit
از دادگستری اومدم	I am coming from/I am a memebr of the Justice Administration office.
دبیر کمیسیون نظارت و بررسی	secretary of monitoring and supervision commision
مراجع قضایی	judicial/legal authorities
درس خود بهره جسته بود	...sought to use (these rites) as his own class(room)
لخلخکنان	sluggishly
حالا كاريه كه شده!	What is done is done!
خب كه چي؟	so what?
محل بدهی	debit account/allocation
قیمت فروش اولیه سهام	initial (public) offering price
سرقفلی	key money
برداشتن	pick/choose
یه جورایی	Somehow
روشون بحث کردن	talk about, discuss
آخه من از دست تو چه کار کنم؟	What am I supposed to do with you?
این طرف‌ترش	a bit more to this side (of it)
ریال	Rials; IRR
بازپرس شعبه	Branch interrogator; branch prosecutor
پلاک فرعی	sublot
ایرو	IRU (International Road and Transport Union)
سه دونگ سه دونگ	fifty-fifty/even-steven
روز افزون	ever increasing/ever-increasing
حالت شهود	having a vision
نمرات تطبیقی	Comparative Marks
اسباب تحقیقیه	investigative tools/equipments
مافی الذمه	obligation
آنات	Samples / Instances
مورد صلح	transfer
شرکت نسبی	Company with Proportionate Liability
تمن مبیع	slaes price
قول سر خرمن	a pie in the sky promise
تا تو باشی منم با خودت می‌بردی	let that be a lesson...you should have taken me with you
دلم پوسید.	I feel (very) gloomy/melancholy
هلاک	to die for sth
معاون بازبین اسناد	Document Review Assistant
خارج از دستور	impromptu/ out of the box question
نشنیده گرفتن	to turn a deaf ear to
انگار از دماغ فیل افتاده	Think one is God\'s gift to mankind
باره	extremely eager and interested/lover/avaricious
گزارش تصویری	slide show
دفتریار دفترخانه	notary public assistant
شماره ثبت دفتر	Notary public office registration number
سردفتر	notary public
معرفین	references
وکالت بلا عزل با توکیل غیر	an irrevocable power of attorney, with right of substitution
گواهی عدم امکان سازش	certificate of incompatibility
چاله خركشي	Kharkoshi slum
تقدیرنامه	award certificate
از وسط نصفت كنه	cut you in half
تحویل دادن اتاق	Check-out
مجوز امنیتی و حراستی	security and safety permit
موسسه مطالعات بین المللی انرژی	Institute for International Energy Studies
عضو هیأت علمی موسسه و مشاور امور اجتماعی و توسعه پایدار	Scientific Board Member of the Institute and an Adviser for Social Affairs and Sustainable Developme
مجری طرح	Project executive
در قبال	against
به‌دست	through, with the help of
آزموده را آزمودن خطاست	once burned, twice shy
براي هفت پشتم بسه!	enough for a lifetime
موند، که موند!	still tasted the same!
مرگ حقه	death cannot be denied
مالرو	bridle path/road way
به جان کسی/چیزی افتادن	attack sb/sth, gang up on sb/sth, sail into , take the offensive
خوره	canker, leprosy, parasite
طبق پراید- فولی میل لنگ	crankshaft pulley---Pride (steering) control arm
توپی چرخ	hub
خواستن	will/ is gonna/is supposed to
نوازشگر	caresser/soother
معنی جای میدهد	\means \'a place\'\
به چشم آمدن	to attract attention, to be conspicuous
گواهی مآمور ابلاغ	process server's witness/testimony
دادگستری جمهوری اسلامی ایران	Ministry of Justice of the Islamic Republic of Iran
چندمین	which
زماندهي	timing / time-table
دارم گور خودمو می‌کّنم!	I\'m digging my own grave
دست دست کردن	dilly-dally
تش	علم) تشریح)
از نوک دماغ کسی درآوردن	killed the joy / spoiled the moment / spoiled my mood
آبادگر	developer(s)
سازمان آموزش فنی و حرفه ای	Technical  Vocational Training Organization
ارکان	pillar
کم کردن سهام	to reduce/decrease the shares
بازم همون آشو همون کاسه	It\'s the same old story
در چشم باد	In the Wind\'s Eye or in Wind\'s View
دنیا بگو بهش، مگه گوش میکنه	No matter what you tell him, he won\'t listen
خاموش ایستادن	They stood silent
بواقع	In fact, really
شورا بی‌شورا	No Council/ Morons
سنجش از دور	remote sensing
قوادی	To pimp
روشنايي بخش راه	path illuminator
رال قاعده ای	basal rale
برنامه‌ی روشنا	Program of Luminosity
زورم بهت نمی‌رسه	I\'m no match for you/I can\'t touch you
فلزش خراب است	bad to the bone
خرخونا جای خود دارن!	not to mention crammers/crammers have their own special place
فرهنگسازی	culture-building practices, cultural domination practices
دمِ صبح	dawn, early morning
کافو	service area interface (SAI), B-box, cross-connect box, cross box, ped, pedestal, access point (AP)
زورگیری با شوکر	assailant with taser/stun gun
( امام ( ره	may God bless him
سالنما	Diary
آشتی بی آشتی	forget about reconciliation
حظ کردن	your eyes will light up
سر آوردن	doing an important or difficult job
بستن نطفه	conception
ذیحسابی	accounting
معاونت بهره برداری	Operations Department
منشور اخلافی	code of ethics
اطّرفی	on the other hand, besides, moreover
شبکه مهر ایران و ایرانی	Iran and Iranian\'s Mehr Network
بناهای این شکلی	buildings like these
ته‌مایه	trace
ناپلئوني	scraping through by the skin of one\'s teeth (as suggested by original poster)
زر با زور	you can\'t hold me to ransom
با کمال میل	with pleasure, willingly
خوشغیرت	The Hard Ride
اصولگرایان	Fundamentalists
جان به در بردن	survive
تابعی از ضرایب یک ماه	(will be calculated as) multiples of the one month rate
ساختار ذهنی-فکری	mental-intellectual structure
نمی‌خواهد نگران باشی.	There\'s no need / you don\'t need to worry
قابل جمع بودن	co-exist, coexistence
تا جایی که	to the extent that / as far as
